ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-100982,CUST-3406,2026-02-24 13:17,Chat,Requesting refund for Annual Membership,Still waiting on my $14.99 refund that was supposedly processed over 16 days ago.,Refund Request,High
TKT-100516,CUST-3960,2026-02-24 14:20,Email,Bug in notification settings,Just following up on something I reported earlier. Please advise.,Technical Issue,Low
TKT-101165,CUST-9577,2026-02-24 18:17,Chat,notification settings not working,"The mobile app freezes on the loading screen, stuck there for over 15 days now across multiple devices.",Technical Issue,Critical
TKT-101619,CUST-7736,2026-02-24 18:25,Chat,2FA code not received,"Hi team, i never received the two-factor authentication code to my phone, I'm stuck on the login screen.",Account Access,High
TKT-101645,CUST-8514,2026-02-24 18:33,Email,Pricing question,Would be great to have role-based permissions for search function instead of all-or-nothing access.,Product Inquiry,Medium
TKT-101233,CUST-8832,2026-02-24 19:51,Email,Compatibility question,can u tell me the dimensions and weight of the tablet case before I order?,Product Inquiry,Low
TKT-100615,CUST-5327,2026-02-24 23:56,Chat,Question about my invoice,How do I update my payment method for the Premium Plan subscription?,Billing Issue,Low
TKT-101178,CUST-7345,2026-02-25 00:10,Web Form,Request: dark mode support,"Hello Support, could you add two-way calendar sync to mobile app? Right now it's only one direction.",Feature Request,Low
TKT-101273,CUST-7694,2026-02-25 01:41,Phone,Question about my invoice,can someone explain why my invoice shows $59.99 when my plan is supposed to cost less?,Billing Issue,Medium
TKT-101519,CUST-2058,2026-02-25 04:00,Web Form,Error ERR_CONN_RESET when using billing portal,The export function in billing portal produces a corrupted file every time. Please advise.,Technical Issue,High
TKT-101261,CUST-4435,2026-02-25 07:10,Phone,Product availability question,What's the maximum file size supported by the team collaboration tool for uploads?,Product Inquiry,Low
TKT-101499,CUST-2953,2026-02-25 09:07,Web Form,Suggestion for notification settings improvement,"Any chance of adding a dark theme option across the whole platform, not just notification settings?",Feature Request,Medium
TKT-100071,CUST-4224,2026-02-25 10:11,Web Form,Compatibility question,"Can I try the USB-C hub in person at a physical store, or is it online-only? Appreciate the help.",Product Inquiry,Low
TKT-100112,CUST-6180,2026-02-25 10:49,Chat,Unable to reset password,"Hi, why does it say my account is 'under review'? I haven't done anything unusual. Thanks.",Account Access,Medium
TKT-101862,CUST-9967,2026-02-25 11:09,Email,Shipping address change request,"Hello Support, can you confirm if order ORD-50395 has shipped yet? Haven't gotten a confirmation email.",Shipping & Delivery,Low
TKT-100233,CUST-2582,2026-02-25 15:37,Email,Refund amount incorrect,Still waiting on my $9.99 refund that was supposedly processed over 6 days ago.,Refund Request,High
TKT-100388,CUST-8557,2026-02-25 17:44,Web Form,Order ORD-83601 delayed,"Hi, my tracking number for order ORD-83601 isn't working on the carrier's website.",Shipping & Delivery,Medium
TKT-101122,CUST-5906,2026-02-25 18:16,Email,App crashing on Firefox browser,"The notification settings in team collaboration tool aren't saving my preferences, I have to redo it every login.",Technical Issue,Low
TKT-100359,CUST-5673,2026-02-25 20:44,Web Form,Product availability question,Do you offer a free trial for the Enterprise Plan before committing to a subscription?,Product Inquiry,Low
TKT-100874,CUST-1076,2026-02-25 22:22,Email,2FA code not received,minor visual glitch - icons overlap on the settings page in mobile app. Doesn't affect functionality.,Account Access,Low
TKT-100693,CUST-3342,2026-02-25 22:42,Phone,Package marked delivered but missing,Order ORD-26234 has been 'out for delivery' for three days straight without arriving.,Shipping & Delivery,High
TKT-101746,CUST-6233,2026-02-26 02:07,Chat,Subscription renewal issue,"pls refund my money for Standard Plan, cancelled weeks ago and still got charged $14.99",Billing Issue,High
TKT-101857,CUST-5632,2026-02-26 02:15,Chat,Product availability question,Is the laptop stand compatible with Samsung tablet?,Product Inquiry,Low
TKT-101250,CUST-8440,2026-02-26 02:29,Phone,Partial refund needed,"The phone case I received was defective, requesting a refund rather than a replacement.",Refund Request,Medium
TKT-100575,CUST-5082,2026-02-26 05:34,Chat,Question about laptop stand,"Hi team, please prioritize this, it's been an ongoing issue for a bit now.",Product Inquiry,High
TKT-101734,CUST-5956,2026-02-26 06:15,Email,Error ERR_4042 when using billing portal,is anyone else experiencing issues with the billing portal? Mine hasn't worked properly since the last update.,Technical Issue,Medium
TKT-100251,CUST-3600,2026-02-26 07:27,Phone,Sync issue with calendar sync,"We're unable to generate reports through calendar sync, it just spins forever and times out. Thank you.",Technical Issue,High
TKT-101107,CUST-5695,2026-02-26 08:28,Email,Subscription renewal issue,"Billing cycle seems off, I was charged on April 21, 2026 instead of my usual billing date.",Billing Issue,Medium
TKT-100120,CUST-2927,2026-02-26 11:55,Email,Refund request for order ORD-64759,"Hi, it's been 8 days since I returned the office chair cushion and I still haven't received my refund of $14.99.",Refund Request,High
TKT-101191,CUST-8054,2026-02-26 12:52,Web Form,Damaged item received,"Received someone else's order instead of mine, the packing slip has a different name on it. Thanks.",Shipping & Delivery,High
TKT-101096,CUST-3045,2026-02-26 14:08,Web Form,Refund for double billing,"there's a $19.99 charge on my statement I don't recognize, can u clarify what this is for?",Billing Issue,High
TKT-100493,CUST-3559,2026-02-26 15:26,Chat,Suggestion for file upload feature improvement,"It would be great if the file upload feature supported dark mode, staring at the bright screen at night is rough.",Feature Request,Low
TKT-101513,CUST-2535,2026-02-26 21:22,Email,Compatibility question,Do you offer a free trial for the Standard Plan before committing to a subscription? Please advise.,Product Inquiry,Low
TKT-101226,CUST-3827,2026-02-26 23:26,Email,Unexpected charge of $39.99,"Please cancel my upcoming renewal, I don't want to be charged $39.99 again next cycle.",Billing Issue,Medium
TKT-101374,CUST-7934,2026-02-27 00:00,Chat,Account recovery needed,"I can't log into my account, it keeps saying my password is incorrect even after I reset it. Please advise.",Account Access,High
TKT-101243,CUST-3454,2026-02-27 00:46,Phone,Refund request for order ORD-69289,"Hi, reaching out again as I haven't heard back about my last message. Appreciate the help.",Refund Request,Medium
TKT-101563,CUST-4385,2026-02-27 01:22,Chat,Unable to reset password,"Hello, could someone look into my account and let me know what's going on?",Account Access,Medium
TKT-102050,CUST-3275,2026-02-27 01:50,Chat,Damaged item received,Order ORD-90204 has been 'out for delivery' for three days straight without arriving.,Shipping & Delivery,High
TKT-100798,CUST-3702,2026-02-27 02:48,Chat,Refund request for order ORD-24553,Can I get a refund instead of store credit for order ORD-24553? Store credit doesn't work for me. Thank you.,Refund Request,Medium
TKT-101610,CUST-6296,2026-02-27 03:21,Email,Feature suggestion for reporting module,would it be possible to integrate reporting module with Slack for real-time alerts?,Feature Request,Low
TKT-100613,CUST-7247,2026-02-27 09:19,Phone,Refund request for order ORD-31421,"pls refund my money for Annual Membership, cancelled weeks ago and still got charged $149.99",Refund Request,High
TKT-100288,CUST-7375,2026-02-27 12:02,Email,Error TIMEOUT_108 when using file upload feature,"I keep getting logged out of the file upload feature mid-task and losing unsaved work, very frustrating. Looking forward to your response.",Technical Issue,High
TKT-101156,CUST-6569,2026-02-27 13:20,Email,Refund amount incorrect,"The desk lamp arrived damaged, the box was crushed during shipping.",Refund Request,High
TKT-101361,CUST-4042,2026-02-27 15:13,Phone,Refund for double billing,"I was billed for the Annual Membership even though I cancelled it back on April 30, 2026.",Billing Issue,Critical
TKT-100542,CUST-3665,2026-02-27 15:49,Chat,Billing discrepancy,"Could you send me a copy of my invoice for January 15, 2026? I need it for expense reporting.",Billing Issue,Medium
TKT-100629,CUST-6447,2026-02-27 17:17,Phone,Account suspended,How long does account verification usually take? Submitted my documents 20 days ago.,Account Access,Low
TKT-100142,CUST-4082,2026-02-27 17:26,Web Form,Compatibility question,do you offer a free trial for the Enterprise Plan before committing to a subscription?,Product Inquiry,Low
TKT-100481,CUST-5291,2026-02-27 17:55,Chat,Order stuck in processing,"Hi team, just want to double check the estimated delivery window for order ORD-32344.",Shipping & Delivery,Low
TKT-100483,CUST-1997,2026-02-27 20:52,Web Form,Package marked delivered but missing,Why was my order split into multiple shipments? I only see tracking for one of them. Please advise.,Shipping & Delivery,Low
TKT-100580,CUST-2398,2026-02-27 23:29,Email,Pricing question,"Hi, is the Basic Plan suitable for a team of 10 people, or is there a per-seat limit?",Product Inquiry,Low
TKT-101035,CUST-3286,2026-02-28 01:03,Email,Error ERR_9981 when using file upload feature,"Hi team, how do I change the email address linked to my account? Looking forward to your response.",Technical Issue,Low
TKT-101311,CUST-1970,2026-02-28 02:43,Web Form,Request: dark mode support,"Hi, requesting the option to customize the dashboard layout in team collaboration tool.",Feature Request,Low
TKT-100634,CUST-2702,2026-02-28 02:48,Phone,Partial refund needed,Order ORD-38869 has been 'out for delivery' for three days straight without arriving.,Refund Request,Critical
TKT-101411,CUST-9012,2026-02-28 03:35,Email,Account locked,"Hello Support, my account got logged out on all devices and now won't let me back in at all.",Account Access,Medium
TKT-101703,CUST-8532,2026-02-28 12:20,Chat,App crashing on iPad,"Hi, the app crashes immediately after I open it on my iPad. I've tried reinstalling twice already.",Technical Issue,Critical
TKT-100104,CUST-3872,2026-02-28 13:41,Phone,New feature idea,is customer data encrypted when using data export tool? Need this for our compliance review.,Feature Request,Medium
TKT-100881,CUST-7502,2026-02-28 14:17,Email,New feature idea,Would love to see keyboard shortcuts added to the file upload feature for power users.,Feature Request,Low
TKT-100490,CUST-9270,2026-02-28 17:21,Phone,Bug in team collaboration tool,"integration with our third-party tool stopped working after ur last update, error 500 Internal Server Error appears constantly.",Technical Issue,High
TKT-101566,CUST-9150,2026-02-28 17:53,Web Form,Refund not received yet,"Refund request for order ORD-97376 - changed my mind, no longer need the item. Appreciate the help.",Refund Request,Medium
TKT-101478,CUST-9049,2026-02-28 18:44,Phone,App crashing on Chrome browser,"The website's checkout page throws error ERR_9981 at the final step, customers can't complete purchases. URGENT. Thx.",Technical Issue,Critical
TKT-100236,CUST-5333,2026-02-28 19:04,Phone,App crashing on Samsung tablet,"integration with our third-party tool stopped working after your last update, error ERR_CONN_RESET appears constantly.",Technical Issue,High
TKT-100073,CUST-5406,2026-02-28 21:43,Email,Requesting refund for Basic Plan,"Hi team, the replacement you sent for order ORD-47279 also arrived broken, I'd rather just get a refund now.",Refund Request,High
TKT-101637,CUST-9845,2026-02-28 23:03,Chat,Question about office chair cushion,Wondering what languages the mobile app currently supports. Looking forward to your response.,Product Inquiry,Low
TKT-101889,CUST-1883,2026-03-01 02:15,Chat,New feature idea,"Hi team, requesting a bulk edit option in mobile app, editing items one by one is really slow.",Feature Request,Medium
TKT-100805,CUST-4234,2026-03-01 02:22,Email,Invoice request,"Was promised a refund of $14.99 by a support agent on May 03, 2026, hasn't been processed yet.",Billing Issue,High
TKT-100117,CUST-4427,2026-03-01 03:18,Chat,Subscription renewal issue,"My subscription renewed automatically and charged $99.99, but I thought I had cancelled auto-renew.",Billing Issue,High
